{'Value': 1101, 'Desc': '北京市', 'Count': 6725, 'provinceName': '北京', 'provinceCode': 'BJ'}
{'Value': 3708, 'Desc': '济宁市', 'Count': 4015, 'provinceName': '山东', 'provinceCode': 'SD'}
{'Value': 3715, 'Desc': '聊城市', 'Count': 3649, 'provinceName': '山东', 'provinceCode': 'SD'}
{'Value': 3717, 'Desc': '菏泽市', 'Count': 3474, 'provinceName': '山东', 'provinceCode': 'SD'}
{'Value': 3703, 'Desc': '淄博市', 'Count': 2842, 'provinceName': '山东', 'provinceCode': 'SD'}
{'Value': 3710, 'Desc': '威海市', 'Count': 2585, 'provinceName': '山东', 'provinceCode': 'SD'}
{'Value': 3716, 'Desc': '滨州市', 'Count': 2452, 'provinceName': '山东', 'provinceCode': 'SD'}
{'Value': 3704, 'Desc': '枣庄市', 'Count': 2354, 'provinceName': '山东', 'provinceCode': 'SD'}
{'Value': 3714, 'Desc': '德州市', 'Count': 2250, 'provinceName': '山东', 'provinceCode': 'SD'}
{'Value': 3705, 'Desc': '东营市', 'Count': 2238, 'provinceName': '山东', 'provinceCode': 'SD'}
{'Value': 3709, 'Desc': '泰安市', 'Count': 2218, 'provinceName': '山东', 'provinceCode': 'SD'}
{'Value': 3711, 'Desc': '日照市', 'Count': 1902, 'provinceName': '山东', 'provinceCode': 'SD'}
{'Value': 3712, 'Desc': '莱芜市', 'Count': 298, 'provinceName': '山东', 'provinceCode': 'SD'}
{'Value': 3723, 'Desc': '滨州地区', 'Count': 56, 'provinceName': '山东', 'provinceCode': 'SD'}
{'Value': 1401, 'Desc': '太原市', 'Count': 4849, 'provinceName': '山西', 'provinceCode': 'SX'}
{'Value': 1408, 'Desc': '运城市', 'Count': 2044, 'provinceName': '山西', 'provinceCode': 'SX'}
{'Value': 1402, 'Desc': '大同市', 'Count': 1767, 'provinceName': '山西', 'provinceCode': 'SX'}
{'Value': 1410, 'Desc': '临汾市', 'Count': 1518, 'provinceName': '山西', 'provinceCode': 'SX'}
{'Value': 1407, 'Desc': '晋中市', 'Count': 1499, 'provinceName': '山西', 'provinceCode': 'SX'}
{'Value': 1411, 'Desc': '吕梁市', 'Count': 1344, 'provinceName': '山西', 'provinceCode': 'SX'}
{'Value': 1409, 'Desc': '忻州市', 'Count': 1067, 'provinceName': '山西', 'provinceCode': 'SX'}
{'Value': 1405, 'Desc': '晋城市', 'Count': 934, 'provinceName': '山西', 'provinceCode': 'SX'}
{'Value': 1404, 'Desc': '长治市', 'Count': 924, 'provinceName': '山西', 'provinceCode': 'SX'}
{'Value': 1406, 'Desc': '朔州市', 'Count': 775, 'provinceName': '山西', 'provinceCode': 'SX'}
{'Value': 1403, 'Desc': '阳泉市', 'Count': 650, 'provinceName': '山西', 'provinceCode': 'SX'}
{'Value': 6101, 'Desc': '西安市', 'Count': 36566, 'provinceName': '陕西', 'provinceCode': 'SAX'}
{'Value': 6104, 'Desc': '咸阳市', 'Count': 1791, 'provinceName': '陕西', 'provinceCode': 'SAX'}
{'Value': 6106, 'Desc': '延安市', 'Count': 1777, 'provinceName': '陕西', 'provinceCode': 'SAX'}
{'Value': 6105, 'Desc': '渭南市', 'Count': 1768, 'provinceName': '陕西', 'provinceCode': 'SAX'}
{'Value': 6108, 'Desc': '榆林市', 'Count': 1711, 'provinceName': '陕西', 'provinceCode': 'SAX'}
{'Value': 6103, 'Desc': '宝鸡市', 'Count': 1207, 'provinceName': '陕西', 'provinceCode': 'SAX'}
{'Value': 6107, 'Desc': '汉中市', 'Count': 1082, 'provinceName': '陕西', 'provinceCode': 'SAX'}
{'Value': 6109, 'Desc': '安康市', 'Count': 1007, 'provinceName': '陕西', 'provinceCode': 'SAX'}
{'Value': 6102, 'Desc': '铜川市', 'Count': 964, 'provinceName': '陕西', 'provinceCode': 'SAX'}
{'Value': 6110, 'Desc': '商洛市', 'Count': 407, 'provinceName': '陕西', 'provinceCode': 'SAX'}
{'Value': 3101, 'Desc': '上海市', 'Count': 14539, 'provinceName': '上海', 'provinceCode': 'SH'}
{'Value': 5101, 'Desc': '成都市', 'Count': 12840, 'provinceName': '四川', 'provinceCode': 'SC'}
{'Value': 5107, 'Desc': '绵阳市', 'Count': 1580, 'provinceName': '四川', 'provinceCode': 'SC'}
{'Value': 5115, 'Desc': '宜宾市', 'Count': 1536, 'provinceName': '四川', 'provinceCode': 'SC'}
{'Value': 5113, 'Desc': '南充市', 'Count': 1392, 'provinceName': '四川', 'provinceCode': 'SC'}
{'Value': 5117, 'Desc': '达州市', 'Count': 1304, 'provinceName': '四川', 'provinceCode': 'SC'}
{'Value': 5105, 'Desc': '泸州市', 'Count': 1197, 'provinceName': '四川', 'provinceCode': 'SC'}
{'Value': 5114, 'Desc': '眉山市', 'Count': 1150, 'provinceName': '四川', 'provinceCode': 'SC'}
{'Value': 5134, 'Desc': '凉山彝族自治州', 'Count': 1051, 'provinceName': '四川', 'provinceCode': 'SC'}
{'Value': 5116, 'Desc': '广安市', 'Count': 996, 'provinceName': '四川', 'provinceCode': 'SC'}
{'Value': 5106, 'Desc': '德阳市', 'Count': 976, 'provinceName': '四川', 'provinceCode': 'SC'}
{'Value': 5111, 'Desc': '乐山市', 'Count': 974, 'provinceName': '四川', 'provinceCode': 'SC'}
{'Value': 5103, 'Desc': '自贡市', 'Count': 801, 'provinceName': '四川', 'provinceCode': 'SC'}
{'Value': 5110, 'Desc': '内江市', 'Count': 748, 'provinceName': '四川', 'provinceCode': 'SC'}
{'Value': 5109, 'Desc': '遂宁市', 'Count': 738, 'provinceName': '四川', 'provinceCode': 'SC'}
{'Value': 5108, 'Desc': '广元市', 'Count': 668, 'provinceName': '四川', 'provinceCode': 'SC'}
{'Value': 5119, 'Desc': '巴中市', 'Count': 649, 'provinceName': '四川', 'provinceCode': 'SC'}
{'Value': 5104, 'Desc': '攀枝花市', 'Count': 594, 'provinceName': '四川', 'provinceCode': 'SC'}
{'Value': 5118, 'Desc': '雅安市', 'Count': 553, 'provinceName': '四川', 'provinceCode': 'SC'}
{'Value': 5120, 'Desc': '资阳市', 'Count': 524, 'provinceName': '四川', 'provinceCode': 'SC'}
{'Value': 5133, 'Desc': '甘孜藏族自治州', 'Count': 434, 'provinceName': '四川', 'provinceCode': 'SC'}
{'Value': 5132, 'Desc': '阿坝藏族羌族自治州', 'Count': 312, 'provinceName': '四川', 'provinceCode': 'SC'}
{'Value': 1201, 'Desc': '天津市', 'Count': 8711, 'provinceName': '天津', 'provinceCode': 'TJ'}
{'Value': 5401, 'Desc': '拉萨市', 'Count': 695, 'provinceName': '西藏', 'provinceCode': 'XZ'}
{'Value': 5402, 'Desc': '日喀则市', 'Count': 335, 'provinceName': '西藏', 'provinceCode': 'XZ'}
{'Value': 5403, 'Desc': '昌都市', 'Count': 227, 'provinceName': '西藏', 'provinceCode': 'XZ'}
{'Value': 5405, 'Desc': '山南市', 'Count': 202, 'provinceName': '西藏', 'provinceCode': 'XZ'}
{'Value': 5404, 'Desc': '林芝市', 'Count': 154, 'provinceName': '西藏', 'provinceCode': 'XZ'}
{'Value': 5406, 'Desc': '那曲市', 'Count': 137, 'provinceName': '西藏', 'provinceCode': 'XZ'}
{'Value': 5425, 'Desc': '阿里地区', 'Count': 84, 'provinceName': '西藏', 'provinceCode': 'XZ'}
{'Value': 6501, 'Desc': '乌鲁木齐市', 'Count': 2300, 'provinceName': '新疆', 'provinceCode': 'XJ'}
{'Value': 6531, 'Desc': '喀什地区', 'Count': 1738, 'provinceName': '新疆', 'provinceCode': 'XJ'}
{'Value': 6529, 'Desc': '阿克苏地区', 'Count': 1283, 'provinceName': '新疆', 'provinceCode': 'XJ'}
{'Value': 6532, 'Desc': '和田地区', 'Count': 1261, 'provinceName': '新疆', 'provinceCode': 'XJ'}
{'Value': 6540, 'Desc': '伊犁哈萨克自治州', 'Count': 1188, 'provinceName': '新疆', 'provinceCode': 'XJ'}
{'Value': 6590, 'Desc': '自治区直辖县级行政区划', 'Count': 1153, 'provinceName': '新疆', 'provinceCode': 'XJ'}
{'Value': 6523, 'Desc': '昌吉回族自治州', 'Count': 858, 'provinceName': '新疆', 'provinceCode': 'XJ'}
{'Value': 6528, 'Desc': '巴音郭楞蒙古自治州', 'Count': 504, 'provinceName': '新疆', 'provinceCode': 'XJ'}
{'Value': 6527, 'Desc': '博尔塔拉蒙古自治州', 'Count': 436, 'provinceName': '新疆', 'provinceCode': 'XJ'}
{'Value': 6542, 'Desc': '塔城地区', 'Count': 352, 'provinceName': '新疆', 'provinceCode': 'XJ'}
{'Value': 6505, 'Desc': '哈密市', 'Count': 332, 'provinceName': '新疆', 'provinceCode': 'XJ'}
{'Value': 6504, 'Desc': '吐鲁番市', 'Count': 317, 'provinceName': '新疆', 'provinceCode': 'XJ'}
{'Value': 6543, 'Desc': '阿勒泰地区', 'Count': 289, 'provinceName': '新疆', 'provinceCode': 'XJ'}
{'Value': 6502, 'Desc': '克拉玛依市', 'Count': 234, 'provinceName': '新疆', 'provinceCode': 'XJ'}
{'Value': 6530, 'Desc': '克孜勒苏柯尔克孜自治州', 'Count': 188, 'provinceName': '新疆', 'provinceCode': 'XJ'}
{'Value': 5301, 'Desc': '昆明市', 'Count': 4105, 'provinceName': '云南', 'provinceCode': 'YN'}
{'Value': 5303, 'Desc': '曲靖市', 'Count': 1587, 'provinceName': '云南', 'provinceCode': 'YN'}
{'Value': 5306, 'Desc': '昭通市', 'Count': 1540, 'provinceName': '云南', 'provinceCode': 'YN'}
{'Value': 5329, 'Desc': '大理白族自治州', 'Count': 1198, 'provinceName': '云南', 'provinceCode': 'YN'}
{'Value': 5325, 'Desc': '红河哈尼族彝族自治州', 'Count': 1044, 'provinceName': '云南', 'provinceCode': 'YN'}
{'Value': 5308, 'Desc': '普洱市', 'Count': 987, 'provinceName': '云南', 'provinceCode': 'YN'}
{'Value': 5304, 'Desc': '玉溪市', 'Count': 932, 'provinceName': '云南', 'provinceCode': 'YN'}
{'Value': 5326, 'Desc': '文山壮族苗族自治州', 'Count': 816, 'provinceName': '云南', 'provinceCode': 'YN'}
{'Value': 5305, 'Desc': '保山市', 'Count': 809, 'provinceName': '云南', 'provinceCode': 'YN'}
{'Value': 5331, 'Desc': '德宏傣族景颇族自治州', 'Count': 642, 'provinceName': '云南', 'provinceCode': 'YN'}
{'Value': 5307, 'Desc': '丽江市', 'Count': 614, 'provinceName': '云南', 'provinceCode': 'YN'}
{'Value': 5323, 'Desc': '楚雄彝族自治州', 'Count': 561, 'provinceName': '云南', 'provinceCode': 'YN'}
{'Value': 5309, 'Desc': '临沧市', 'Count': 548, 'provinceName': '云南', 'provinceCode': 'YN'}
{'Value': 5328, 'Desc': '西双版纳傣族自治州', 'Count': 483, 'provinceName': '云南', 'provinceCode': 'YN'}
{'Value': 5334, 'Desc': '迪庆藏族自治州', 'Count': 170, 'provinceName': '云南', 'provinceCode': 'YN'}
{'Value': 5333, 'Desc': '怒江傈僳族自治州', 'Count': 161, 'provinceName': '云南', 'provinceCode': 'YN'}
{'Value': 3307, 'Desc': '金华市', 'Count': 8191, 'provinceName': '浙江', 'provinceCode': 'ZJ'}
{'Value': 3301, 'Desc': '杭州市', 'Count': 7841, 'provinceName': '浙江', 'provinceCode': 'ZJ'}
{'Value': 3303, 'Desc': '温州市', 'Count': 6496, 'provinceName': '浙江', 'provinceCode': 'ZJ'}
{'Value': 3302, 'Desc': '宁波市', 'Count': 6178, 'provinceName': '浙江', 'provinceCode': 'ZJ'}
{'Value': 3311, 'Desc': '丽水市', 'Count': 3990, 'provinceName': '浙江', 'provinceCode': 'ZJ'}
{'Value': 3310, 'Desc': '台州市', 'Count': 3517, 'provinceName': '浙江', 'provinceCode': 'ZJ'}
{'Value': 3304, 'Desc': '嘉兴市', 'Count': 3321, 'provinceName': '浙江', 'provinceCode': 'ZJ'}
{'Value': 3306, 'Desc': '绍兴市', 'Count': 3089, 'provinceName': '浙江', 'provinceCode': 'ZJ'}
{'Value': 3305, 'Desc': '湖州市', 'Count': 2339, 'provinceName': '浙江', 'provinceCode': 'ZJ'}
{'Value': 3308, 'Desc': '衢州市', 'Count': 1573, 'provinceName': '浙江', 'provinceCode': 'ZJ'}
{'Value': 3309, 'Desc': '舟山市', 'Count': 810, 'provinceName': '浙江', 'provinceCode': 'ZJ'}
